entry,reco_asso_showers,reco_asso_tracks,reco_shower_energy_max,reco_shower_start_to_nearest_dead_wire_plane0,reco_shower_start_to_nearest_dead_wire_plane1,reco_shower_start_to_nearest_dead_wire_plane2,reco_shower_start_dist_to_SCB,reco_shower_conversion_distance,reco_shower_sliceId,reco_shower_nuscore,reco_shower_isclearcosmic,reco_shower_trackscore,reco_shower_theta_yz,reco_shower_phi_yx,reco_shower_length,reco_shower_opening_angle,reco_shower_dirx,reco_shower_diry,reco_shower_dirz,reco_shower_implied_dirx,reco_shower_implied_diry,reco_shower_implied_dirz,reco_shower_dEdx_amalgamated,sss_num_unassociated_hits,sss_candidate_impact_parameter,sss_candidate_min_dist,sss_candidate_angle_to_shower,sss2d_ioc_ranked_angle_to_shower,sss3d_ioc_ranked_conv,sss3d_ioc_ranked_invar,sss3d_invar_ranked_implied_opang,sim_shower_pdg,sim_shower_overlay_fraction,sim_shower_matched
54,1.0,0,566.2058523528747,999999.0,999999.0,999999.0,105.96247547115763,41.55091685429091,1.0,0.0,0.0,4.0472739783581346e-05,0.020899731887113016,0.0468220316736161,242.25535583496094,0.09319052845239639,0.4073295295238495,0.019085945561528206,0.9130818843841553,0.41332705370179185,0.004493141411471816,0.9105715558694181,1.6828171285893294,919.0,1.79687944e-315,0.10086858031745831,1.796965844e-315,1.796965844e-315,28.43180449059955,3.3768837801491896,-0.972329224619553,11.0,0.0049586776859504135,1.0
58,1.0,0,241.007820982148,999999.0,999999.0,999999.0,46.82155471629168,2.1404645515289893,1.0,0.21203546226024628,0.0,0.036766376346349716,0.6671457415839382,0.7216689866198331,45.9180908203125,0.3041698932647705,0.5751634836196899,0.5061582922935486,0.6426436901092529,0.4614282902895921,-0.08866176930237654,0.8827361007597888,1.9098604656319984,290.0,51.91845214597711,79.51188441341567,0.3077055512155452,0.3077055512155452,18.458431163893174,26.961081417575617,-0.9352439047638414,-11.0,0.007712082262210797,1.0
59,1.0,0,754.6994583476675,999999.0,999999.0,999999.0,62.03971643438138,0.31977624396869814,3.0,0.8098540902137756,0.0,0.006049439311027527,0.15620685555797034,0.2779551032672969,254.36788940429688,0.04987935349345207,0.47868961095809937,0.13659007847309113,0.8672942519187927,0.8025058749462481,-0.5889003600695161,0.09581589944654931,4.6584911466454635,249.0,4.26516415225773,27.511351395194332,0.17025667141492862,0.4974956290127507,63.92997427239621,117.10243118103568,0.3044032554613375,-11.0,0.0006734006734006734,1.0
62,1.0,0,1240.7745371898875,999999.0,999999.0,999999.0,39.37928009033203,0.5351046001916175,0.0,0.9186767935752869,0.0,1.8742675820249133e-05,0.017656845837999924,0.03944980079487591,246.50897216796875,0.07113899290561676,0.40833088755607605,0.016116933897137642,0.9126918315887451,0.552958819639211,0.607680113757131,0.5700538773899629,4.579539652196985,257.0,9.336434286984552,52.84855414848764,0.11689290396681083,1.2700436023907626,5.717587538193519,402.87292336933507,0.7194255720253661,11.0,0.008434864104967198,1.0
66,1.0,0,1243.3616212321872,999999.0,999999.0,999999.0,64.95250730166666,0.28505407627429735,0.0,0.9992250204086304,0.0,0.009871968999505043,0.040902711842330824,0.08216554192714387,230.1438446044922,0.08125537633895874,0.4447394013404846,0.036624711006879807,0.8949109315872192,0.4348732842692816,0.4935950953036738,0.7531594177337263,3.8505717634150236,998.0,0.0,4.558783043677116,0.0,0.0,28.168322822370644,390.18696928624087,0.4351839574588189,11.0,0.016611295681063124,1.0
74,1.0,0,1121.5779737739279,999999.0,999999.0,999999.0,39.789405822753906,0.5442046189130936,0.0,0.24318824708461761,0.0,0.007761170621961355,0.08130425683422433,0.13747669493812284,119.67710876464844,0.21376122534275055,0.5062451958656311,0.07003871351480484,0.8595407009124756,0.6512828815228242,-0.44922200302729154,0.6115800848878871,4.657055508358753,308.0,25.53359849577748,26.610484532290943,0.09936786671917532,0.3110685848745598,63.21573805093853,596.3340872692606,0.6269737179684234,11.0,0.021649484536082474,1.0
79,1.0,0,878.9307588506047,999999.0,999999.0,999999.0,52.56341552734375,0.5980845742227365,1.0,0.9762632250785828,0.0,0.035114068537950516,0.060841151003496075,0.1404951757664836,215.3057861328125,0.09617071598768234,0.39497315883636475,0.055859845131635666,0.9169929027557373,0.496580388649003,0.8024943437787015,0.3307729520568395,3.3821528850141815,254.0,19.675292650717473,48.39314225577122,0.18270094386906965,1.0676072100736218,25.628204199682337,150.04006220938325,0.3094713734732515,11.0,0.02329075882794891,1.0
89,1.0,0,1169.5203575012172,999999.0,999999.0,999999.0,80.56513671874995,1.023493495453763,1.0,0.9988235831260681,0.0,0.01479775458574295,0.056617560708699013,0.08560200698290402,121.65428924560547,0.14292320609092712,0.5505140423774719,0.04724055156111717,0.8334881067276001,-0.9531101257538234,-0.08924202732765983,0.289165953639048,4.505524602132173,279.0,21.64618018930786,37.55089926910014,1.0901277526662443,1.0901277526662443,6.826751380461804,117.99122009924092,0.9336505870449302,-11.0,0.0041753653444676405,1.0
94,1.0,0,439.44791314970263,999999.0,999999.0,999999.0,69.57067676361072,0.5679944158611404,1.0,0.9902870059013367,0.0,0.0126528050750494,0.20124915735567503,0.3144565209850648,124.41827392578125,0.13599108159542084,0.5236045122146606,0.17030151188373566,0.8347669243812561,0.5471457960810551,0.7822019619012648,0.29797914126435227,4.2272717104127775,567.0,25.573615943620858,76.07506155146795,0.1653353767040721,0.34899300224333846,0.4305970856109959,165.17200055583888,0.0006517342653749036,11.0,0.020594965675057208,1.0
97,1.0,0,722.5435899783282,999999.0,999999.0,999999.0,52.886558532714844,0.6460131733410491,2.0,0.9829042553901672,0.0,0.0013310926733538508,0.1981308782848787,0.27855932736338773,224.16177368164062,0.08376537263393402,0.5669501423835754,0.1621450036764145,0.8076364398002625,0.5219533201765117,0.7496258721351232,0.4069714773572856,4.292538231896981,119.0,1.96240329e-315,30.06930819135232,1.96240329e-315,1.96240329e-315,9.513585835706957,62.864186214347335,0.0689826636926325,-11.0,0.02280130293159609,1.0
